author,score,affiliation
J Ngou,5.33489099976852,"INSERM U 249, Montpellier, France."
Claire Goulvestre,5.329969582992502,"Laboratoire d'Immunologie, Faculté de Médecine René Descartes et Hôpital Cochin, Université Paris 5, Paris, France."
Dominique Farge-Bancel,5.315007061112551,"Service de Médecine Interne et Pathologie Vasculaire, Hôpital St Louis, Paris, France.
INSERM U697, Hôpital St Louis, Paris, France."
Bastien Joubert,5.30877248745625,"University Lyon 1, University Lyon, Rue Guillaume Paradin, 69372, Lyon Cedex 08, France.
INSERM, UMR-S1028, CNRS, UMR-5292, Neuro-Oncology and Neuro-Inflammation Team, 7, Lyon Neuroscience Research Center, Rue Guillaume Paradin, 69372, Lyon Cedex 08, France."
Patrick Vermersch,5.300733077980258,"CHRU de Lille, service de neurologie générale et pathologie neuro-inflammatoire, 2, avenue Oscar-Lambret, 59037 Lille cedex, France."
A Arabo,5.291643488092929,"UPRES EA1780, IFRMP 23, Neurobiologie de l'apprentissage, Université de Rouen, Faculté des Sciences, 76821 Mont-Saint-Aignan Cedex, France. arnaud.arabo@univ-rouen.fr"
Léa Savey,5.286487094430252,"UMR7211 and Inflammation-Immunopathology-Biotherapy Departement (DHU i2B), Sorbonne Universités, UPMC Université de Paris, Paris, France.
Assistance Publique-Hôpitaux de Paris (AP-HP), Groupe Hospitalier Pitié Salpétrière, Department of Internal Medicine and Clinical Immunology, National Reference Center for Autoimmune and Systemic Diseases, Paris, France."
Manon Charrier,5.273203135743984,"Université de Bordeaux, 146 rue Léo Saignat, 33076, Bordeaux, France.
CNRS-UMR 5164, ImmunoConcept, Université de Bordeaux, 146 rue Léo Saignat, 33076, Bordeaux, France."
A Belot,5.262894348358956,"Service de rhumatologie, néphrologie et dermatologie pédiatrique, hospices civils de Lyon, université Claude-Bernard Lyon 1, hôpital Femme-mère-enfant, Lyon, France."
Isabelle Bally,5.262856152850344,"University Grenoble Alpes, CEA, CNRS, IBS, F-38000 Grenoble, France."
Loïc Guillevin,5.258500306068252,"Department of Internal Medicine, National Referral Center for Rare Autoimmune and Systemic Diseases (Vasculitis, Scleroderma), INSERM U1016, Hôpital Cochin, APHP, Université Paris Descartes, Paris, France. Electronic address: loic.guillevin@cch.aphp.fr."
P Chastagner,5.239498226805302,"Institut Pasteur, Paris, France."
M L Santiago,5.236148315996567,"Institut National de la Santé et de la Recherche Médicale U 291, F-34197 Montpellier, France."
Loic Guillevin,5.226589242917136,"Service de Médecine Interne, Hôpital Cochin, rue du Faubourg Saint-Jacques, F-75014 Paris, France. loic.guillevin@cch.aphp.fr"
J H Cohen,5.211451115813812,"Laboratoire d'Immunologie, Pôle Biomolécules, IFR 53, Université de Reims Champagne Ardennes, URCA, France. jacques.cohen@univ-reims.fr"
Zora Marjanovic,5.209139464025634,"AP-HP, hôpital Saint-Antoine, hématologie clinique et thérapie cellulaire, 184, rue du Faubourg-Saint-Antoine, 75571 Paris cedex 12, France."
Ilham Benzidia,5.209139464025634,"Hôpital Saint-Louis, UF04, unité de médecine interne, maladies auto-immunes et pathologie vasculaire, centre de référence des maladies auto-immunes systémiques rares d'Ile-de-France, Filière 'FAI2R', 1, avenue Claude-Vellefaux, 75475 Paris, France."
Pauline Lansiaux,5.209139464025634,"Hôpital Saint-Louis, UF04, unité de médecine interne, maladies auto-immunes et pathologie vasculaire, centre de référence des maladies auto-immunes systémiques rares d'Ile-de-France, Filière 'FAI2R', 1, avenue Claude-Vellefaux, 75475 Paris, France."
Mathieu Puyade,5.209139464025634,"Cité hospitalière de la Milétrie, hôpital Jean-Bernard, service d'hématologie, 2, rue de la Milétrie, 86021 Poitiers cedex, France."
Sanae Ben Mkaddem,5.203016261256868,"INSERM U1149, Centre de Recherche sur l'Inflammation, Paris, France.
CNRS ERL8252, Paris, France.
Faculté de Médecine, Université Paris Diderot, Sorbonne Paris Cité, Site Xavier Bichat, Paris, France.
Inflamex Laboratory of Excellence, Paris, France."
Renato C Monteiro,5.203016261256868,"INSERM U1149, Centre de Recherche sur l'Inflammation, Paris, France.
CNRS ERL8252, Paris, France.
Faculté de Médecine, Université Paris Diderot, Sorbonne Paris Cité, Site Xavier Bichat, Paris, France.
Inflamex Laboratory of Excellence, Paris, France.
Service d'Immunologie, DHU Fire, Hôpital Bichat-Claude Bernard, Assistance Publique de Paris, Paris, France."
C Fournel,5.182830052600504,"Laboratoire d'Hématologie-Cytologie-Immunopathologie, Ecole Vétérinaire de Lyon, Marcy l'Etoile, France."
Laure Frumholtz,5.176770692016564,Dermatology Department Saint-Louis Hospital Paris France.
Lamiae Grimaldi-Bensouda,5.175318635247672,"LA-SER and Conservatoire National des Arts et Métiers, Paris, France."
Louis Jacob,5.167344911066265,"Parc Sanitari Sant Joan de Deu/CIBERSAM, Universitat de Barcelona, Fundacio Sant Joan de Deu, Sant Boi de Llobregat, 08830 Barcelona, Spain.
Faculty of Medicine, University of Versailles Saint-Quentin-en-Yvelines, 78180 Montigny-le-Bretonneux, France."
Matthieu Le Gallo,5.166019009278077,"Centre Eugène Marquis, Rennes, France.
Equipe Labellisée Ligue Contre Le Cancer, INSERM U1242 COSS Institut National de la Santé et de la Recherche Médical, Rennes, France.
Université de Rennes-1, Rennes, France."
Laurence Laigle,5.164086175367924,"Immuno-inflammatory Disease Department, Institut de Recherches Servier, 50 rue Carnot, 92150 Suresnes, France."
Nathan Foulquier,5.1502747735699135,"B Lymphocytes, Autoimmunity and Immunotherapies laboratory, UMR 1227, Université de Brest, INSERM, Brest, France."
D Bessis,5.146025895780243,"Département de Dermatologie, Hôpital Saint-Eloi, 80, avenue Augustin Fliche, 34295 Montpellier cedex 5, France. d-bessis@chu-montpellier.fr"
R Cimaz,5.145819624347695,"Hospices Civils de Lyon- Universitè Lyon 1, Lyon, France. roland.cimaz@chu-lyon.fr"
Guillaume Lefèvre,5.136903718143781,"Department of Internal Medicine and Clinical Immunology, Referral Centre for Centre for rare systemic autoimmune diseases North and North-West of France (CeRAINO, ), CHU Lille, Univ. Lille, Inserm, U1286, - INFINITE-Institute for Translational Research in Inflammation, F-59000, Lille, France."
Lucie Morere,5.135382289860787,"CLCC Eugène Marquis, Equipe Ligue Contre Le Cancer, Rennes, France.
Université Rennes, INSERM, UMR1242, Rennes, France."
G Lefèvre,5.122629460505778,"Service de médecine interne, université de Lille Nord-de-France, centre de référence maladies auto-immunes rares (sclérodermie), hôpital Claude-Huriez, CHRU de Lille, 1, rue Michel-Polonovski, 59037 Lille, France; EA2686, Institut d'immunologie, université Lille Nord-de-France, faculté de médecine H.-Warembourg, 59037 Lille, France."
Estelle Bribes,5.122386719029073,"Immunology-Oncology Department, Sanofi-Synthelabo Recherche, 371 avenue du Prof. Joseph Blayac, 34184 Cedex 04, Montpellier, France. estelle.bribes@sanofi-synthelabo.com"
O Vittecoq,5.119865658600248,"Unité INSERM 519 et Institut Fédératif de Recherche Multidisciplinaire sur les Peptides (IFRMP 23), Faculté de Médecine et de Pharmacie, Rouen, France."
Pierre Mutuon,5.114224801576793,"Département d'Information Médicale, Hôpital Bichat, Assistance Publique Hôpitaux de Paris, Paris, France."
K Sacré,5.107438785166786,"Department of Internal Medicine, Bichat-Claude Bernard Hospital, APHP, Paris-7 University, Paris, France. karim.sacre@bch.aphp.fr"
Isabelle Durieu,5.105318267782075,"Department of Internal and Vascular Medicine, Centre Hospitalier Lyon Sud, Hospices Civils de Lyon, Claude Bernard University Lyon 1, University of Lyon, Lyon, France."
I Durieu,5.101191662678086,"EA 7425 HESPER, médecine interne et pathologie vasculaire, groupement hospitalier Sud, hospices civils de Lyon, université Claude-Bernard Lyon 1, Lyon, France."
Delphine Lebrun,5.098706287991394,"aDepartment of Internal Medicine, Clinical Immunology and Infectious Diseases, Robert Debré Hospital, Reims University Hospitals, Reims bDepartment of Internal Medicine and Infectious Diseases, Manchester Hospital, Charleville-Mézières cINSERM, UMR 1027, Toulouse III University, CHU Toulouse, COREVIH Toulouse, Toulouse dLe Trait d'Union, Centre de Soins de l'Infection par le VIH, Nouvel Hôpital Civil, University Hospital, Strasbourg eDepartment of Infectious Diseases, Bichat-Claude Bernard Hospital, APHP, Paris fDepartment of Infectious Diseases, Croix-Rousse Hospital, Hospices Civils de Lyon gINSERM U1052, Lyon hDepartment of Infectious Diseases, Hôtel Dieu, Nantes iDepartment of Infectious Diseases, University Hospital, Archet Hospital, Nice jReims Champagne-Ardenne University, EA-4684/SFR CAP-SANTE, Reims, France."
Jean-François Cordier,5.0961915411938685,"Hospices Civils de Lyon, Hôpital Louis Pradel, National Reference Center for Rare Pulmonary Diseases, Lyon, France Claude Bernard Lyon 1 University, University of Lyon, Lyon, France."
J P Viard,5.093411857172335,"INSERM U 25, Hôpital Necker, Paris, France."
Guillemette Thomas,5.088598909366359,"Hôpital de la Conception, AP-HM, and Université Aix-Marseille, Marseille, France."
H Frih,5.082871386969153,"Service de médecine interne, hospices civils de Lyon, hôpital de la Croix-Rousse, université Claude-Bernard - Lyon 1, 103, grande rue de la Croix-Rousse, 69004 Lyon, France."
P Petiot,5.082871386969153,"Service de neurologie, hospices civils de Lyon, hôpital de la Croix-Rousse, université Claude-Bernard - Lyon 1, 69004 Lyon, France."
N Girard,5.082871386969153,"Service de pneumologie, hospices civils de Lyon, hôpital pneumologique Louis-Pradel, université Claude-Bernard - Lyon 1, 69500 Bron, France."
Véronique Parietti,5.081392977652223,"CNRS UPR9021 (Immunologie et Chimie Thérapeutiques), 67084 Strasbourg, France."
F Bonnet,5.08113737362231,"Fédération de médecine interne, maladies infectieuses et pathologie tropicale, hôpital Saint-André, 1, rue Jean-Burguet, 33075 Bordeaux, France. fabrice.bonnet@chu-bordeaux.fr"
Nicolas de Prost,5.078159614124388,"Service de Médecine Intensive-Réanimation, CHU Henri-Mondor, APHP, Créteil, France."
E Liozon,5.076303014371055,"Service de Médecine Interne, CHU Dupuytren, Limoges, France."
M Soubrier,5.062348085302489,"Rheumatology Department, Clermont-Ferrand University Hospital, Clermont-Ferrand, France."
Manuela Badoglio,5.061621507906625,"Hôpital Saint-Antoine, EBMT data office, 184, rue du Faubourg-Saint-Antoine, 75571 Paris cedex 12, France."
Jean-François Subra,5.055684969019784,"CHU Angers, Service de Néphrologie-Dialyse-Transplantation, Angers, France.
Université d'Angers, INSERM, CRCINA, Angers, France."
Karin Mazodier,5.046856159555733,"Department of Internal Medicine and Clinical Immunology, CHU La Conception, Assistance Publique-Hôpitaux de Marseille (AP-HM)."
Hélène Le Buanec,5.045037127869393,"Institut National de la Santé et de la Recherche Médicale U976, Immunologie, Dermatologie, Oncologie, Hôpital Saint-Louis 75010 Paris, France."
Sami B Kanaan,5.036306277728253,"INSERM UMRs 1097 Arthrites Autoimmunes, Aix Marseille Université, Marseille, France."
Doua F Azzouz,5.036306277728253,"INSERM UMRs 1097 Arthrites Autoimmunes, Aix Marseille Université, Marseille, France."
Fanny Arnoux,5.036306277728253,"INSERM UMRs 1097 Arthrites Autoimmunes, Aix Marseille Université, Marseille, France."
Marielle Martin,5.036306277728253,"INSERM UMRs 1097 Arthrites Autoimmunes, Aix Marseille Université, Marseille, France."
Gabriel V Martin,5.036306277728253,"INSERM UMRs 1097 Arthrites Autoimmunes, Aix Marseille Université, Marseille, France."
Nathalie C Lambert,5.036306277728253,"INSERM UMRs 1097 Arthrites Autoimmunes, Aix Marseille Université, Marseille, France. nathalie.lambert@inserm.fr."
L Bouillet,5.034574852578093,"Service de Médecine Interne, Groupe Hospitalier Mutualiste, Grenoble, France."
L Chiche,5.0271396693820805,"Département de médecine interne, hôpital européen, 6, rue Désirée-Clary, 13003 Marseille, France."
Robin Dhote,5.0261065671473375,"Hôpital Cochin, Paris, France. robin.dhote@cch.ap-hop-paris.fr"
Didier Lefranc,5.021188385617171,"Laboratoire d'Immunologie EA 2686, IMPRT-IFR 114, Université Lille 2, Lille, France. didier-lefranc@wanadoo.fr"
G Ravel,5.007282396994958,"MDS Pharma Services, 69210 St Germain sur l'Arbresle, France. guillaume.ravel@mdsps.com"
Y Renaudineau,5.004011700690738,"1Laboratory of Immunology, Brest University Medical School, CHU Morvan, Brest, France."
Margherita Giannini,4.994281179188665,"Rheumatology Unit (DETO), University of Bari, and Service de Physiologie, Unité d'Explorations Fonctionnelles Musculaires, Hôpitaux Universitaires de Strasbourg, France."
Thomas El Jammal,4.993135784511507,"Department of Internal Medicine, Lyon University Hospital, Lyon, France."
Jürgen Dieker,4.988624636124712,"CNRS, UPR9021 Immunologie et Chimie Thérapeutiques, Institut de Biologie Moléculaire et Cellulaire, 67000, Strasbourg, France."
Irène Machelart,4.987160069738522,"Centre national de référence maladie auto-immune et systémique rares Est/Sud-Ouest (RESO), Bordeaux University Hospital, 33076 Bordeaux, France.
Department of Internal Medicine, Haut-Leveque, Bordeaux University Hospital, 33604, Pessac, France."
Claire Lugnier,4.983962901749136,"UMR CNRS 7213, Biophotonics and Pharmacology, Faculty of Pharmacy, University of Strasbourg, 67401 Illkirch Cedex, France; Institute of Physiology, FMTS-EA 3072, Faculty of Medicine, University of Strasbourg, 11 Humann Street, 67000 Strasbourg, France."
Sandrine Hirschi,4.971677359540561,"From the Department of Clinical Immunology and Internal Medicine (A.G., V.G, Y.D., V.P., T.M., A.-S.K.), National Reference Center for Systemic Autoimmune Diseases (CNR RESO), Tertiary Center for Primary Immunodeficiency, Strasbourg University Hospital; Université de Strasbourg (A.G., M.S., V.G., Y.D., T.M., A.-S.K.), INSERM UMR - S1109; Université de Strasbourg (A.G., M.S., Y.D., C.L., Y.H., T.M., A.-S.K.), Faculty of Medicine; Virology Laboratory (M.S.), Strasbourg University Hospital; Université de Strasbourg (V.G.), Faculty of Pharmacy, Illkirch, France; Internal Medicine and Intensive Care (C.K.), Strasbourg University Hospital; Department of Dermatology (C.L.), Strasbourg University Hospital; Department of Neurology (L.K.), INSERM U1119, Biopathologie de La Myéline, Neuroprotection et Stratégies Thérapeutiques, Université de Strasbourg, Fédération de Médecine Translationnelle de Strasbourg (FMTS); Université de Strasbourg (A.M., R.C.), INSERM UMR-S1109, GENOMAX Platform, Fédération Hospitalo-Universitaire OMICARE, Faculté de Médecine, Fédération de Médecine Translationnelle de Strasbourg (FMTS), LabEx TRANSPLANTEX; Department of Infectious Diseases (Y.H.), Strasbourg University Hospital; and Departement of Pneumology (S.H.), Strasbourg University Hospital, Strasbourg, France."
C Pronier,4.970343653947225,"Virologie, CHU de Pontchaillou, 35033 Rennes Cedex, France."
S Tchamgoué,4.970343653947225,"Médecine interne, centre hospitalier, 33500 Libourne, France."
A Belem,4.970343653947225,"Service de maladies infectieuses et réanimation médicale, CHU de Pontchaillou, rue Le Guilloux, 35033 Rennes Cedex, France."
F Bénézit,4.970343653947225,"Service de maladies infectieuses et réanimation médicale, CHU de Pontchaillou, rue Le Guilloux, 35033 Rennes Cedex, France."
Martine Bagot,4.968104922639811,"Dermatology Department Saint-Louis Hospital Paris France.
Université de Paris Paris France."
Patricia Senet,4.967388443132519,"Sorbonne Université, Medecine, Service de dermatologie et allergologie, APHP, Hôpital Tenon, Paris, France."
N Limal,4.963142977056656,"Service de médecine interne, CHU Henri-Mondor, 94010 Créteil, France."
Marina Kvaskoff,4.959461149630986,"CESP, Faculté de médecine, Université Paris-Sud, Faculté de médecine, UVSQ, INSERM, Université Paris-Saclay, Villejuif Cedex, France.
Gustave Roussy, Espace Maurice Tubiana, Villejuif Cedex, France."
H Maillard,4.9544691064576245,"Service de médecine interne, Centre de référence des maladies auto-immunes systémiques rares, hôpital Huriez, CHU de Lille, rue Michel-Polonovski, 59037 Lille cedex, France."
Raphaël Borie,4.948884581927107,"Service de Pneumologie A, Hôpital Bichat, Assistance Publique Hôpitaux de Paris, Paris, France.
INSERM Unité 1152, Université de Paris, Paris, France."
Sébastien Sanges,4.941770668448043,"27023University of Lille, CHU Lille, Département de Médecine Interne et d'Immunologie Clinique, Centre National de Référence Maladies Systémiques et Auto-immunes Rares Nord et Nord-Ouest de France (CeRAINO), European Reference Network on Rare Connective Tissue and Musculoskeletal Diseases Network (ReCONNECT), Lille, France.
INSERM, U1286, INFINITE - Institute for Translational Research in Inflammation, Lille, France."
Lan-Huong Thai,4.938819575218967,"Institut Necker-Enfants Malades-INSERM U1151/Centre National de la Recherche (CNRS) UMR8633, Université Paris Descartes, Faculté de Médecine, Paris, France.
Service de Médecine Interne, Centre de Référence des Cytopénies Auto-immunes de l'Adulte, Hôpital Henri Mondor, Assistance Publique Hôpitaux de Paris, Université Paris Est Créteil, Créteil, France."
M Battistella,4.937639475177208,"Université de Paris, Human Immunology Pathophysiology Immunotherapy, INSERM U976, Institut de Recherche Saint-Louis, F-75010, Paris, France.
Pathology Department, AP-HP, Hôpital Saint-Louis, F-75010, Paris, France."
Laurent Alric,4.936643764541501,"Service de médecine interne, Pôle digestif, CHU Rangueil, Toulouse 3 University, Toulouse, France."
Christophe Legendre,4.933433606549827,"Institut National de la Santé et de la Recherche Médicale U1151, Institut Necker Enfants Malades, Hôpital Necker-Enfants Malades, Paris, France; Université Paris Descartes, Sorbonne Paris Cité, Paris, France; Service de Néphrologie Transplantation Adultes, Hôpital Necker-Enfants Malades, Paris, France."
D Carmier,4.921207759529122,"Service de pneumologie, CHRU François-Rabelais de Tours, université François-Rabelais de Tours, 37044 Tours, France."
Anissa Moktefi,4.916947323088359,"Departments of *Pathology and †Virology, Assistance Publique des Hôpitaux de Paris, Cochin Hospital, Paris, France; ‡Unit EA1833, Paris Descartes University, Paris, France; and §Department of Dermatology, Assistance Publique des Hôpitaux de Paris, Cochin Hospital, Paris, France."
Thomas Hanslik,4.912386400934309,"Université Versailles Saint Quentin, APHP, CHU Ambroise Paré, Service de médecine interne, Boulogne-Billancourt, France."
Patrick Jego,4.89394753875921,"Irset (Institut de Recherche en Santé, Environnement et Travail)-UMR_S 1085, Inserm, EHESP, University of Rennes, 35000 Rennes, France.
Department of Internal Medicine, Rennes University Hospital, 35203 Rennes, France."
P Y Hatron,4.8904438655384945,"UFR de médecine, université de Lille, 59000 Lille, France; Service de médecine interne et immunologie clinique, hôpital Claude-Huriez, CHRU de Lille, pôle spécialités médicales et gérontologie, rue Michel-Polonovski, 59037 Lille cedex, France; Centre national de référence maladies systémiques et auto-immunes rares (sclérodermie systémique), 59037 Lille cedex, France; FHU Immune-Mediated Inflammatory Diseases and Targeted Therapies (IMMInENT), 59000 Lille, France."
Emmanuel Andres,4.889979205803845,"Department of Internal Medicine B, Strasbourg Hospital and University, 67000 Strasbourg, France."
C Velter,4.8783110661492675,"Clinique dermatologique, hôpitaux universitaires de Strasbourg, 1, place de l'Hôpital, 67091 Strasbourg, France."
Alice Hadchouel,4.858996766053981,"Paris University, Paris.
Paediatric Pulmonology, University Hospital Necker-Enfants Malades, AP-HP, Paris, France."
Luis Seabra,4.858996766053981,"Laboratory of Neurogenetics and Neuroinflammation, Imagine Institute, Paris."
Cécile Dumaine,4.858996766053981,"General Paediatrics, Infectious Disease and Internal Medicine Department, Reference center for Rheumatic, AutoImmune and Systemic diseases in children (RAISE), Hôpital Robert Debré, AP-HP, Paris."
David Boutboul,4.841201894271525,"Laboratory of Lymphocyte Activation and Susceptibility to EBV Infection, INSERM UMR 1163, Institut Imagine, Université de Paris, Paris, France."
Marie Hully,4.827273945192615,"Department of Paediatric Neurology, Assistance Publique-Hôpitaux de Paris, Hôpital Universitaire Necker-Enfants Malades, 75015 Paris, France."
Isabelle Desguerre,4.827273945192615,"Department of Paediatric Neurology, Assistance Publique-Hôpitaux de Paris, Hôpital Universitaire Necker-Enfants Malades, 75015 Paris, France."
B Terrier,4.822527702273857,"Department of Internal Medicine, University of Paris, AP-HP, Cochin Hospital, Paris, France."
Naoki Kitabayashi,4.812019741389606,"Laboratory of Neurogenetics and Neuroinflammation, Imagine Institute, Paris."
Matthieu Schmidt,4.811995153521126,"Sorbonne Université, Assistance Publique-Hôpitaux de Paris (AP-HP), Hôpital La Pitié-Salpêtrière, Service de Médecine Intensive Réanimation, Paris, France; Sorbonne Université, Inserm, UMRS_1166-ICAN, Institut de Cardiométabolisme et Nutrition (ICAN), Paris, France."
O Fain,4.807796235770441,"Sorbonne Université, AP-HP, Hôpital Saint Antoine, Service de Médecine Interne et Inflammation-Immunopathology-Biotherapy Department (DMU i3), Paris, France."
François Lifermann,4.801089708370658,"Service de Médecine Interne, Centre Hospitalier de Dax - Côte d'Argent, Dax, France."
Charlotte Samaille,4.795121013100796,"Unité de Néphrologie Pédiatriques, CHU de Lille, 59000 Lille, France."
Isabelle Rouvet,4.795121013100796,"Centre de biotechnologie cellulaire et Biothèque, Groupe Hospitalier Est, Hospices Civils de Lyon, 69677 Bron, France."
Jonathan Ciron,4.794160399980703,"INFINITy, Toulouse Institute for Infectious and Inflammatory Diseases, INSERM U1291, CNRS U5051, University Toulouse III, Toulouse, France; Neurology Department, Toulouse University Hospital Center, France. Electronic address: ciron.j@chu-toulouse.fr."
Laurent Argaud,4.789245492911491,"Service de Médecine Intensive-Réanimation, Hôpital Edouard Herriot, Hospices Civils de Lyon, Lyon, France."
Noémie Abisror,4.788010727018597,"Sorbonne Université, Département Hospitalo-Universitaire-Inflammation-Immunopathologie-Biothérapie (DMU i3), Service de Médecine Interne, F-75005, Paris, France.
Assistance Publique-Hôpitaux de Paris, Service de Médecine Interne, Hôpital Saint Antoine, AP-HP, 184 rue du Faubourg Saint Antoine, 75012, Paris, France."
Suzanne Mouries-Martin,4.787541126181191,"Centre Hospitalier Universitaire de Dijon, Hôpital François-Mitterrand, service de médecine interne et maladies systémiques (médecine interne 2), Dijon, France."
Gilles Kaplanski,4.783145740773269,"Department of Internal Medicine and Clinical Immunology, CHU La Conception, Assistance Publique-Hôpitaux de Marseille (AP-HM).
Center for Cardiovascular and Nutrition research (C2VN), INRA 1260, INSERM UMR_S 1263, Aix-Marseille University."
Pierre-André Jarrot,4.783145740773269,"Department of Internal Medicine and Clinical Immunology, CHU La Conception, Assistance Publique-Hôpitaux de Marseille (AP-HM).
Center for Cardiovascular and Nutrition research (C2VN), INRA 1260, INSERM UMR_S 1263, Aix-Marseille University."
F Pasquet,4.7829563318342565,"Service de médecine interne-oncologie, hôpital d'instruction des armées Desgenettes, 108, boulevard Pinel, 69003 Lyon, France. Electronic address: florianpasquet@wanadoo.fr."
Yves-Marie Pers,4.778656474412967,"INSERM, U1183, Institute of Regenerative Medicine and Biotherapy, University Hospital Saint Eloi, Montpellier 34295, France. ym-pers@chu-montpellier.fr.
University of Montpellier, Montpellier 34090, France. ym-pers@chu-montpellier.fr.
Clinical Department for Osteoarticular Diseases, University Hospital Lapeyronie, Montpellier 34295, France. ym-pers@chu-montpellier.fr."
Jean-Philippe Herbeuval,4.777608019466087,"CNRS UMR-8601, CICB, 45 rue des Saints-Pères, 75006 Paris, France.
Team Chemistry & Biology, Modeling & Immunology for Therapy, CBMIT, Paris, France.
Université Paris Descartes, Sorbonne Paris Cité, Paris, France."
Nassima Bekaddour,4.777608019466087,"CNRS UMR-8601, CICB, 45 rue des Saints-Pères, 75006 Paris, France.
Team Chemistry & Biology, Modeling & Immunology for Therapy, CBMIT, Paris, France.
Université Paris Descartes, Sorbonne Paris Cité, Paris, France."
François Lhote,4.76083728926774,"Service de Médecine Interne, Hôpital Delafontaine, St-Denis, France."
Louis Terriou,4.7443961227802545,"CHRU, hôpital Claude-Huriez, service des maladies du sang, rue Michel-Polonovski, 59037 Lille cedex, France."
Guillermo Carvajal Alegria,4.742486974791253,"Rheumatology Department, Reference Centre of Rare Autoimmune Diseases, Cavale Blanche Hospital and Brest University, INSERM UMR 1227, Brest, France."
Holy Bezanahary,4.733556088418663,"Dupuytren Hospital, Internal Medicine Department, Limoges, France."
Maryse Lapeyre-Mestre,4.717755735900618,"Clinical and Medical Pharmacology Department, Toulouse University Hospital, UMR 1027 Inserm-University of Toulouse, France."
Julien Wipff,4.715786824097319,"Rhumatologie A, APHP, Hôpital Cochin, Université Paris Descartes, 27 Rue du faubourg St Jacques, 75014, Paris, France, julienwipff@gmail.com."
Soizic Garaud,4.715167696078867,"Immiunologie and Pathology, Universitéde Brest, Université Européenne de Bretagne, Brest, France."
J J Grob,4.713602072376769,"Service de Dermatologie, Hôpital Ste. Marguerite, Marseille, France."
Veronique Le Guern,4.711682395133084,"Department of internal medicine, Faculté Paris 6, 27 rue du Faubourg Saint-Jacques 75014 Paris, France."
Pierre Taberlet,4.704821654347656,"Laboratoire d'Écologie Alpine (LECA), UMR5553, BP53, 38041 Grenoble, Cedex 9, France."
Christian Miquel,4.704821654347656,"Laboratoire d'Écologie Alpine (LECA), UMR5553, BP53, 38041 Grenoble, Cedex 9, France."
Eric Rosenthal,4.69854347349877,"Department of Internal Medicine, Archet-1 Hospital, University of Nice-Sophia-Antipolis, Nice, France."
Bruno Fautrel,4.69645542621789,"Sorbonne Université, Pierre Louis Institute of Epidemiology and Public Health, Inserm UMR 1136, Paris, France.
APHP, Sorbonne Université, Rheumatology Department, Pitié-Salpêtrière Hospital, Paris, France.
Centre National de Références Maladies Autoinflammatoires et Amylose Inflammatoire, FAIR Network, Paris, France."
A Mamoune,4.6899319941258195,"Laboratory of Immunology, Unit of Rheumatology, Institut de Synergie des Sciences et de la Santé, Brest University Medical School, Brest, France."
Pascal Cathébras,4.686097776816711,"Centre International de Recherche en Infectiologie (CIRI), Team Groupe Immunité des Muqueuses et Agents Pathogènes (GIMAP), Université de Lyon, Université Jean Monnet, Université Claude Bernard Lyon 1, Inserm, U1111, Centre National de la Recherche Scientifique (CNRS), UMR530, Saint-Etienne, France.
Internal Medicine Department, Saint-Etienne University Hospital, Saint-Etienne, France."
A Hot,4.683923299452688,"Service de médecine interne, hôpital Édouard-Herriot, 5, place d'Arsonval, 69003 Lyon cedex 03, France."
J-F Viallard,4.682997274051893,"Service de médecine interne et des maladies infectieuses, centre français Magendie, hôpital Haut-Lévêque, CHU de Bordeaux, 33604 Pessac, France."
Evelyne Gout,4.6782957755636545,"Univ Grenoble Alpes, IBS, Grenoble, France.
CNRS, IBS, Grenoble, France.
CEA, IBS, Grenoble, France."
J Morel,4.678045661647915,"Service d'Immuno-Rhumatologie Université Montpellier, France. j-morel@chu-montpellier.fr"
Jean-Jacques Lataillade,4.677786292968282,"Percy Military Hospital, Department of Research and Cell Therapy, 101 Avenue Henri Barbusse, 92140, Clamart, France."
Bénédicte Rouvière,4.676607643885268,"Université de Brest, INSERM, UMR1227, Centre Hospitalier Universitaire de Brest, Brest, France."
Lucas Le Lann,4.676607643885268,"Université de Brest, INSERM, UMR1227, Centre Hospitalier Universitaire de Brest, Brest, France."
E Vidal,4.671375565077189,"Service de médecine Interne A, CHU de Limoges, 2, avenue Martin-Luther-King, 87042 Limoges, France."
P Carrier,4.671375565077189,"Service d'hépato-gastroentérologie, CHU de Limoges, 2, avenue Martin-Luther-King, 87042 Limoges, France. Electronic address: pcarrier@hotmail.fr."
M Sarabi,4.671375565077189,"Service d'hépato-gastroentérologie, CHU de Limoges, 2, avenue Martin-Luther-King, 87042 Limoges, France."
D Sautereau,4.671375565077189,"Service d'hépato-gastroentérologie, CHU de Limoges, 2, avenue Martin-Luther-King, 87042 Limoges, France."
V Loustaud-Ratti,4.671375565077189,"Service d'hépato-gastroentérologie, CHU de Limoges, 2, avenue Martin-Luther-King, 87042 Limoges, France; Inserm UMR 1092, faculté de médecine, université Limoges, 2, rue du Docteur-Marcland, 87025 Limoges cedex, France."
Sophie Jung,4.668041889320369,"CNRS UPR 3572 ""Immunopathology and Therapeutic Chemistry""/Laboratory of Excellence Médalis, Institute of Molecular and Cellular Biology (IBMC), Strasbourg, France.
Reference Center for Oral Rare Diseases (O-Rares), ""Pôle de Médecine et de Chirurgie Bucco-Dentaires, University Hospital - Faculty of Dentistry, University of Strasbourg, Strasbourg, France."
